"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Publisher","Document Type","Open Access","Source"
"Stoyanov D.","Stoyanov, Danail (57203105770)","57203105770","Surgical vision","2012","Annals of Biomedical Engineering","40","2","","332","345","13","10.1007/s10439-011-0441-z","75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858800088&doi=10.1007%2fs10439-011-0441-z&partnerID=40&md5=39e2eff56aa024514aac1a61aa4edea8","The emergence of Minimal Access Surgery (MAS) as a paradigm in modern healthcare treatment has created new challenges and opportunities for automated image understanding and computer vision. In MAS, images recovered from inside the body using specialized devices are used to visualize and operate on the surgical site but they can also be used to computationally infer in vivo 3D tissue surface shape, soft-tissue morphology, and surgical instrument motion. This information is important for facilitating in vivo biophotonic imaging modalities where the interaction between light and tissue is used to infer the structural and functional properties of the tissue. This article provides a review of the literature for computer vision and image understanding techniques applied to MAS images. The focus of this article is to elucidate a perspective on how computer vision techniques can be used to support and enhance the capabilities of biophotonic imaging modalities during surgery. Note that while MAS encompasses a variety of surgical specializations this review does not involve procedures performed in the interventional suite. The review has been carried out based on searches in the PubMed and IEEE databases using the article's keywords. © 2011 Biomedical Engineering Society.","","Article","","Scopus"
"Pauly J.L.; Allison E.M.; Hurley E.L.; Nwogu C.E.; Wallace P.K.; Paszkiewicz G.M.","Pauly, John L. (57190240886); Allison, Erin M. (7006279994); Hurley, Edward L. (7005665919); Nwogu, Chukwumere E. (35602282100); Wallace, Paul K. (17636964500); Paszkiewicz, Geraldine M. (6505843363)","57190240886; 7006279994; 7005665919; 35602282100; 17636964500; 6505843363","Fluorescent human lung macrophages analyzed by spectral confocal laser scanning microscopy and multispectral cytometry","2005","Microscopy Research and Technique","67","2","","79","89","10","10.1002/jemt.20191","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744499313&doi=10.1002%2fjemt.20191&partnerID=40&md5=05c667c0a6f8c55a6895dc21e857e938","Numerous highly fluorescent macrophages (MΦ), designated ""smoker cells,"" exist in the lungs of smokers and subjects who have quit smoking within 5 years. The brightly fluorescent MΦ, however, are not present in the lungs of never smokers. Some investigators have speculated that the intense fluorescence of the MΦ is due to smoke-induced changes in the autofluorescence of naturally occurring (i.e., endogenous) compounds (e.g., NADP). In contrast, other researchers have theorized that the fluorescence is due to the uptake of tobacco smoke particulates (i.e., ""tar""). Studies reported herein were undertaken to test the hypothesis that the origin of the MΦ fluorescence could be profiled with the novel technologies afforded by spectral confocal laser scanning microscopy (sCLSM) and multispectral cytometry (MSC). To this end, spectral emissions were obtained by sCLSM of optical sections of live MΦ isolated from fresh surgically excised human lung tissue and in air-dried lung tissue imprints. Confirmation of spectral profiles of these single cell observations was obtained in population studies with the use of high-throughput MSC in which multispectral analyses were performed with three different lasers. Proof of concept experiments demonstrated that relatively nonfluorescent MΦ from the lungs of nonsmokers became fluorescent upon short-term ex vivo exposure to tobacco smoke tar. Summarily, the studies reported herein document that the fluorescence of human lung MΦ is due to tobacco tar. © 2005 Wiley-Liss. Inc.","","Article","","Scopus"
"Gnyawali S.C.; Elghrably H.; Melvin J.; Huang K.; Bergdall V.; Allen D.W.; Hwang J.; Litorja M.; Shirley E.; Sen C.K.; Xu R.","Gnyawali, Surya C. (14519075500); Elghrably, Haytham (55091217700); Melvin, James (55090646300); Huang, Kun (55481915600); Bergdall, Valerie (6601922548); Allen, David W. (51460981700); Hwang, Jeeseong (7403897134); Litorja, Maritoni (6602566424); Shirley, Eric (7006061143); Sen, Chandan K. (7103412896); Xu, Ronald (8650556400)","14519075500; 55091217700; 55090646300; 55481915600; 6601922548; 51460981700; 7403897134; 6602566424; 7006061143; 7103412896; 8650556400","Hyperspectral imaging of ischemic wounds","2012","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","8229","","822910","","","","10.1117/12.907107","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858260331&doi=10.1117%2f12.907107&partnerID=40&md5=63bddf99cd32ebff82c80c771ad21684","Optical imaging has the potential to achieve high spatial resolution and high functional sensitivity in wound assessment. However, clinical acceptance of many optical imaging devices is hampered by poor reproducibility, low accuracy, and lack of biological interpretation. We developed an in vivo model of ischemic flap for non-contact assessment of wound tissue functional parameters and spectral characteristics. The model was created by elevating the bipedicle skin flaps of a domestic pig from the underlying vascular bed and inhibiting graft bed reperfusion by a silastic sheet. Hyperspectral imaging was carried out on the ischemic flap model and compared with transcutaneous oxygen tension and perfusion measurements at different positions of the wound. Hyperspectral images have also been captured continuously during a post-occlusive reactive hyperemia (PORH) procedure. Tissue spectral characteristics obtained by hyperspectral imaging correlated well with cutaneous tissue oxygen tension, blood perfusion, and microscopic changes of tissue morphology. Our experiments not only demonstrated the technical feasibility for quantitative assessment of chronic wound but also provided a potential digital phantom platform for quantitative characterization and calibration of medical optical devices. © 2012 SPIE.","","Conference paper","","Scopus"
"Grosberg L.E.; Radosevich A.J.; Asfaha S.; Wang T.C.; Hillman E.M.C.","Grosberg, Lauren E. (37661516600); Radosevich, Andrew J. (24773602100); Asfaha, Samuel (6603209507); Wang, Timothy C. (35199244700); Hillman, Elizabeth M. C. (35478103000)","37661516600; 24773602100; 6603209507; 35199244700; 35478103000","Spectral characterization and unmixing of intrinsic contrast in intact normal and diseased gastric tissues using hyperspectral two-photon microscopy","2011","PLoS ONE","6","5","e19925","","","","10.1371/journal.pone.0019925","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956154817&doi=10.1371%2fjournal.pone.0019925&partnerID=40&md5=8b86872ccb4b16d0ddf93c55b8a82943","Background: Living tissues contain a range of intrinsic fluorophores and sources of second harmonic generation which provide contrast that can be exploited for fresh tissue imaging. Microscopic imaging of fresh tissue samples can circumvent the cost and time associated with conventional histology. Further, intrinsic contrast can provide rich information about a tissue's composition, structure and function, and opens the potential for in-vivo imaging without the need for contrast agents. Methodology/Principal Findings: In this study, we used hyperspectral two-photon microscopy to explore the characteristics of both normal and diseased gastrointestinal (GI) tissues, relying only on their endogenous fluorescence and second harmonic generation to provide contrast. We obtained hyperspectral data at subcellular resolution by acquiring images over a range of two-photon excitation wavelengths, and found excitation spectral signatures of specific tissue types based on our ability to clearly visualize morphology. We present the two-photon excitation spectral properties of four major tissue types that are present throughout the GI tract: epithelium, lamina propria, collagen, and lymphatic tissue. Using these four excitation signatures as basis spectra, linear unmixing strategies were applied to hyperspectral data sets of both normal and neoplastic tissue acquired in the colon and small intestine. Our results show that hyperspectral unmixing with excitation spectra allows segmentation, showing promise for blind identification of tissue types within a field of view, analogous to specific staining in conventional histology. The intrinsic spectral signatures of these tissue types provide information relating to their biochemical composition. Conclusions/Significance: These results suggest hyperspectral two-photon microscopy could provide an alternative to conventional histology either for in-situ imaging, or intraoperative 'instant histology' of fresh tissue biopsies. © 2011 Grosberg et al.","","Article","All Open Access; Gold Open Access; Green Open Access","Scopus"
"Claridge E.; Hidović-Rowe D.; Taniere P.; Ismail T.","Claridge, Ela (6603755146); Hidović-Rowe, Džena (8833230300); Taniere, Phillipe (6603758254); Ismail, Tariq (7005550800)","6603755146; 8833230300; 6603758254; 7005550800","Quantifying mucosal blood volume fraction from multispectral images of the colon","2007","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","6511","PART 1","65110C","","","","10.1117/12.709559","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048874711&doi=10.1117%2f12.709559&partnerID=40&md5=56e347bc053e5bf691834307b41b1a31","One of the common physiological changes associated with cancer is the formation of a dense, irregular and leaky network of new blood vessels, which result in the increase of the blood volume fraction (BVF) at the site of a tumour. Such changes are not always obvious through visual inspection using a direct observation, an endoscopic device or colour photography. This paper presents a method for deriving quantitative estimates of BVF of the colon mucosa from multispectral images of the colon. The method has two stages. In the first (""forward"") stage a physics-based model of light propagation computes the spectra corresponding to a range of instances of the colon tissue, and in particular the spectral changes resulting from changes in the quantity of blood volume fraction, haemoglobin saturation the size and density of scattering particles, and the tissue thickness. In the second stage (""model inversion"") the spectra obtained from the image data are used to derive the values of the above histological parameters. Parametric maps of the blood contents are created by storing at every pixel the BVF value recovered through the model inversion. In a pilot study multispectral images of ex-vivo samples of the colon were acquired from 8 patients. The samples contained histologically confirmed instances of adenocarcinoma and other pathologies. The parametric maps of BVF showed the significant increase in blood volume fraction (up to 75% above that of the surrounding the normal tissue). A Marm-Whtney test wth Bonferroni correction showed that all but one of the differences (a benign neoplastic polyp) are significant (p<0.00015).","","Conference paper","","Scopus"
"Rouse A.R.; Makhlouf H.; Tanbakuchi A.A.; Gmitro A.F.","Rouse, Andrew R. (7006031332); Makhlouf, Houssine (16238958000); Tanbakuchi, Anthony A. (6506836483); Gmitro, Arthur F. (7005731943)","7006031332; 16238958000; 6506836483; 7005731943","A multi-point scanner for high frame rate confocal microendoscopy","2010","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","7558","","755809","","","","10.1117/12.842782","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951763793&doi=10.1117%2f12.842782&partnerID=40&md5=6b1c744c538f8fe27a0472829483baad","Slit-scanning geometries for confocal microendoscopy represent a compromise between acquisition rate and optical performance. Such systems provide high frame rates that freeze motion but recent Monte Carlo simulations show that scattered light severely limits the practical imaging depth for in vivo applications. A new multi-point scanning architecture for confocal microendoscopy has been developed. The new scanner is based on a relatively simple modification to the slit-scanning geometry that results in a parallelized point-scanning confocal microendoscope that maintains the high frame rate of a slit-scanning system while providing optical performance close to that of a single point scanning system. The multi-point scanner has been incorporated into an existing multi-spectral slit-scanning confocal microendoscope. The new confocal aperture consists of a slit and a rotating low duty cycle binary transmission grating, which effectively produces a set of continuously moving widely spaced illumination points along the slit. The design maintains the ability to rapidly switch between grayscale and multi-spectral imaging modes. The improved axial resolution of the multi-point scanning confocal microendoscope leads to significantly better confocal sectioning and deeper imaging, which greatly improves the diagnostic potential of the instrument. © 2010 Copyright SPIE - The International Society for Optical Engineering.","","Conference paper","","Scopus"
"Yuan Z.; Jiang H.","Yuan, Zhen (9277747400); Jiang, Huabei (7404465824)","9277747400; 7404465824","Quantitative photoacoustic tomography","2009","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","367","1900","","3043","3054","11","10.1098/rsta.2009.0083","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749116161&doi=10.1098%2frsta.2009.0083&partnerID=40&md5=4d7e824440c33adeb3ed19b82f775c7d","In this paper, several algorithms that allow for quantitative photoacoustic reconstruction of tissue optical, acoustic and physiological properties are described in a finite-element method based framework. These quantitative reconstruction algorithms are compared, and the merits and limitations associated with these methods are discussed. In addition, a multispectral approach is presented for concurrent reconstructions of multiple parameters including deoxyhaemoglobin, oxyhaemoglobin and water concentrations as well as acoustic speed. Simulation and in vivo experiments are used to demonstrate the effectiveness of the reconstruction algorithms presented. This journal is © 2009 The Royal Society.","Royal Society","Article","All Open Access; Green Open Access","Scopus"
"Hoffmann S.; Vystrčilová L.; Ulbrich K.; Etrych T.; Caysa H.; Mueller T.; Mäder K.","Hoffmann, Stefan (57196755463); Vystrčilová, Lucie (55081906000); Ulbrich, Karel (55173210300); Etrych, Tomáš (6603427562); Caysa, Henrike (36600026400); Mueller, Thomas (57208371954); Mäder, Karsten (7005530663)","57196755463; 55081906000; 55173210300; 6603427562; 36600026400; 57208371954; 7005530663","Dual fluorescent HPMA copolymers for passive tumor targeting with pH-sensitive drug release: Synthesis and characterization of distribution and tumor accumulation in mice by noninvasive multispectral optical imaging","2012","Biomacromolecules","13","3","","652","663","11","10.1021/bm2015027","59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858141870&doi=10.1021%2fbm2015027&partnerID=40&md5=71dbd1ef631faa07e132e4323dcb3377","Preclinical in vivo characterization of new polymeric drug conjugate candidates is crucial for understanding the effects of certain chemical modifications on distribution and elimination of these carrier systems, which is the basis for rational drug design. In our study we synthesized dual fluorescent HPMA copolymers of different architectures and molecular weights, containing one fluorescent dye coupled via a stable hydrazide bond functioning as the carrier label and the other one modeling the drug bound to a carrier via a pH-sensitive hydrolytically cleavable hydrazone bond. Thus, it was possible to track the in vivo fate, namely distribution, elimination and tumor accumulation, of the polymer drug carrier and a cleavable model drug simultaneously and noninvasively in nude mice using multispectral optical imaging. We confirmed our in vivo results by more detailed ex vivo characterization (imaging and microscopy) of autopsied organs and tumors. There was no significant difference in relative biodistribution in the body between the 30 KDa linear and 200 KDa star-like polymer, but the star-like polymer circulated much longer. We observed a moderate accumulation of the polymeric carriers in the tumors. The accumulation of the pH-sensitive releasable model drug was even higher compared to the polymer accumulation. Additionally, we were able to follow the long-term in vivo fate and to prove a time-dependent tumor accumulation of HPMA copolymers over several days. © 2012 American Chemical Society.","","Article","","Scopus"
"Jara H.; Sakai O.; Mankal P.; Irving R.P.; Norbash A.M.","Jara, Hernán (56155593100); Sakai, Osamu (54896241300); Mankal, Pavan (57194482993); Irving, Ryan P. (24722591600); Norbash, Alexander M. (7003331973)","56155593100; 54896241300; 57194482993; 24722591600; 7003331973","Multispectral quantitative magnetic resonance imaging of brain iron stores: A theoretical perspective","2006","Topics in Magnetic Resonance Imaging","17","1","","19","30","11","10.1097/01.rmr.0000245460.82782.69","25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247639594&doi=10.1097%2f01.rmr.0000245460.82782.69&partnerID=40&md5=c86c2ae9d969166a21608aa4487ea9a2","OBJECTIVES: To review published magnetic resonance imaging (MRI) iron quantification techniques in the context of quantitative MRI and MR relaxation theories. To analyze comparatively and as a function of age the simultaneous measurements of the proton density (PD), the relaxation times (T1 and T2), and the longitudinal to transverse relaxation times ratio (T1/T2) of brain regions known to accumulate iron preferentially. METHODS: Twenty-seven human subjects were scanned with the mixed turbo spin echo pulse sequence, which is multispectral in PD, T1, and T2. Quantitative MRI (Q-MRI) maps of PD, T1, T2, and T1/T2 were generated, and region of interest measurements were performed in 5 brain regions, namely, frontal white matter (WM), genu of corpus callosum, caudate nucleus, putamen, and globus pallidus. RESULTS: Relaxation time measurements are consistent with results of others and provide further confirmation to our basic understanding of the relaxation effects of iron stores in the brain. Specifically, we found that the iron-rich globus pallidus exhibits enhanced T1 and T2 relaxation relative the iron poorer gray matter tissues (caudate nucleus and putamen) and also relative to the WM matter tissues frontal WM and genu of the corpus callosum). We also observe that under riding this hypothesis-because we do not have independent confirmation-that iron caused relaxation enhancement, are the normal brain aging patterns, which suggest that the brain tissues become wetter with increasing age. Also noted is the virtual removal of age dependence observed for the T1/T2 ratio of WM tissues, further suggesting that this ratio may become of clinical significance in the diagnosis of neoplastic processes as well as for quantifying iron in tissue. CONCLUSIONS:: The theoretical underpinnings of published brain iron Q-MRI techniques have been reviewed. We also examined MR relaxation theory essentials in relation to H-proton relaxation phenomena in diamagnetic tissues as well as theoretical extensions to describe relaxation effects in tissues containing iron deposits with a focus on ferritin. Also reported are in vivo Q-MRI results of 27 human brains obtained with a multispectral technique that uses the mixed turbo spin echo pulse sequence and a model conforming Q-MRI algorithms. © 2006 Lippincott Williams & Wilkins, Inc.","","Article","","Scopus"
"Chung A.; Karlan S.; Lindsley E.; Wachsmann-Hogiu S.; Farkas D.L.","Chung, Alice (8616308100); Karlan, Scott (13003994000); Lindsley, Erik (13004271700); Wachsmann-Hogiu, Sebastian (6505961031); Farkas, Daniel L. (7102077906)","8616308100; 13003994000; 13004271700; 6505961031; 7102077906","In vivo cytometry: A spectrum of possibilities","2006","Cytometry Part A","69","3","","142","146","4","10.1002/cyto.a.20220","40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645951386&doi=10.1002%2fcyto.a.20220&partnerID=40&md5=4d83fdf3e0da572ff2b5d2faf2ec6172","Background: We investigate whether optical imaging can reliably detect abnormalities in tissue, in a range of specimens (live cells in vitro; fixed, fresh ex-vivo and in vivo tissue), without the use of added contrast agents, and review our promising spectral methods for achieving quantitative, real-time, high resolution intrasurgical optical diagnostics. Methods: We use reflectance, fluorescence, two-photon, and Mie scattering imaging, performed with instrumentation we developed or modified, to detect intrinsic tissue signatures. Emphasis is on spectral/hyperspectral imaging approaches allowing the equivalent of in vivo pathology. Results: With experimental focus on unstained specimens, we demonstrate the ability to segment tissue images for cancer detection. Spectral reflectance imaging, coupled with advanced analysis, typically yields 90% specificity and sensitivity. Autofluorescence is also shown to be diagnostically useful, with lymph nodes results highlighted here. Elastic scattering hyperspectral imaging endoscopy, using a new instrument we designed and built, shows promise in bronchoscopic detection of dysplasia and early cancer in patients. Conclusions: The results demonstrate that advanced optical imaging can detect and localize cellular signatures of cancer in real-time, in vivo, without the use of contrast agents, in animals and humans. This is an important step towards tight spatio-temporal coupling between such detection and clinical intervention. © 2006 International Society for Analytical Cytology.","","Article","All Open Access; Bronze Open Access","Scopus"
"Artan Y.; Haider M.A.; Langer D.L.; Van Der Kwast T.H.; Evans A.J.; Yang Y.; Wernick M.N.; Trachtenberg J.; Yetik I.S.","Artan, Yusuf (24765977300); Haider, Masoom A. (7103399335); Langer, Deanna L. (22334434700); Van Der Kwast, Theodorus H. (35397577500); Evans, Andrew J. (7404362772); Yang, Yongyi (7409387247); Wernick, Miles N. (7004361150); Trachtenberg, John (56602488500); Yetik, Imam Samil (57195245742)","24765977300; 7103399335; 22334434700; 35397577500; 7404362772; 7409387247; 7004361150; 56602488500; 57195245742","Prostate cancer localization with multispectral MRI using cost-sensitive support vector machines and conditional random fields","2010","IEEE Transactions on Image Processing","19","9","5550479","2444","2455","11","10.1109/TIP.2010.2048612","113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955823071&doi=10.1109%2fTIP.2010.2048612&partnerID=40&md5=afdc2bb0bf72d241105c9b0918032531","Prostate cancer is a leading cause of cancer death for men in the United States. Fortunately, the survival rate for early diagnosed patients is relatively high. Therefore, in vivo imaging plays an important role for the detection and treatment of the disease. Accurate prostate cancer localization with noninvasive imaging can be used to guide biopsy, radiotheraphy, and surgery as well as to monitor disease progression. Magnetic resonance imaging (MRI) performed with an endorectal coil provides higher prostate cancer localization accuracy, when compared to transrectal ultrasound (TRUS). However, in general, a single type of MRI is not sufficient for reliable tumor localization. As an alternative, multispectral MRI, i.e., the use of multiple MRI-derived datasets, has emerged as a promising noninvasive imaging technique for the localization of prostate cancer; however almost all studies are with human readers. There is a significant inter and intraobserver variability for human readers, and it is substantially difficult for humans to analyze the large dataset of multispectral MRI. To solve these problems, this study presents an automated localization method using cost-sensitive support vector machines (SVMs) and shows that this method results in improved localization accuracy than classical SVM. Additionally, we develop a new segmentation method by combining conditional random fields (CRF) with a cost-sensitive framework and show that our method further improves cost-sensitive SVM results by incorporating spatial information. We test SVM, cost-sensitive SVM, and the proposed cost-sensitive CRF on multispectral MRI datasets acquired from 21 biopsy-confirmed cancer patients. Our results show that multispectral MRI helps to increase the accuracy of prostate cancer localization when compared to single MR images; and that using advanced methods such as cost-sensitive SVM as well as the proposed cost-sensitive CRF can boost the performance significantly when compared to SVM. © 2010 IEEE.","","Article","","Scopus"
"Cicchi R.; Kapsokalyvas D.; Stampouli D.; De Giorgi V.; Massi D.; Lotti T.; Pavone F.S.","Cicchi, Riccardo (8601232900); Kapsokalyvas, Dimitrios (26326311300); Stampouli, Despoina (57199593599); De Giorgi, Vincenzo (35393771900); Massi, Daniela (7004665396); Lotti, Torello (57218887486); Pavone, Francesco S. (16448886200)","8601232900; 26326311300; 57199593599; 35393771900; 7004665396; 57218887486; 16448886200","In-vivo tissue imaging using a compact mobile nonlinear microscope","2010","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","7569","","756930","","","","10.1117/12.841752","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951741648&doi=10.1117%2f12.841752&partnerID=40&md5=9d3a7bb81dcfd622fafc674a31528e90","We have built a compact flexible non-linear microscope equipped with a combination of different non-linear laser imaging techniques including two-photon fluorescence, second-harmonic generation, fluorescence lifetime imaging microscopy, and multispectral two-photon emission detection. The system is composed of a microscope head, containing both scanning and detection system, as well as the electronic and electro-mechanical devices, optically relayed to the laser source with a seven-mirror articulated arm. The particular mirror positioning inside the arm allows to move the microscope head maintaining the optical alignment of the system. The microscope head is composed by two ErGaAl anodized boards, one for laser scanning and the other for signal detection. System performances were characterized by means of point spread function and instrument response function measurements as well as by spatial, temporal, and spectral calibration. The instrument, offering high spatial (up to 300 nm) and temporal (up to 300 ps) resolution, was tested on in-vivo skin imaging of both cellular epidermis and connective dermis. Lifetime and spectral features of fluorescence were used for differentiating epidermal layers by means of fluorescence lifetime and for scoring skin ageing through spectral detection of both second-harmonic and two-photon fluorescence. © 2010 Copyright SPIE - The International Society for Optical Engineering.","","Conference paper","","Scopus"
"Zacharakis G.; Favicchio R.; Garofalakis A.; Psycharakis S.; Mamalaki C.; Ripoll J.","Zacharakis, Giannis (57218539017); Favicchio, Rosy (23004104400); Garofalakis, Anikitos (6506069698); Psycharakis, Stylianos (57743213100); Mamalaki, Clio (6701591681); Ripoll, Jorge (7006514395)","57218539017; 23004104400; 6506069698; 57743213100; 6701591681; 7006514395","Spectral unmixing of multi-color tissue specific in vivo fluorescence in mice","2007","Optics InfoBase Conference Papers","","","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898794658&partnerID=40&md5=b753eed2af2593e2c8966a891ec7637e","Fluorescence Molecular Tomography (FMT) has emerged as a powerful tool for monitoring biological functions in vivo in small animals. It provides the means to determine volumetric images of fluorescent protein concentration by applying the principles of diffuse optical tomography. Using different probes tagged to different proteins or cells, different biological functions and pathways can be simultaneously imaged in the same subject. In this work we present a spectral unmixing algorithm capable of separating signal from different probes when combined with the tomographic imaging modality. We show results of two-color imaging when the algorithm is applied to separate fluorescence activity originating from phantoms containing two different fluorophores, namely CFSE and SNARF, with well separated emission spectra, as well as Dsred- and GFP-fused cells in F5-b10 transgenic mice in vivo. The same algorithm can furthermore be applied to tissue-specific spectroscopy data. Spectral analysis of a variety of organs from control, DsRed and GFP F5/B10 transgenic mice showed that fluorophore detection by optical systems is highly tissue-dependent. Spectral data collected from different organs can provide useful insight into experimental parameter optimisation (choice of filters, fluorophores, excitation wavelengths) and spectral unmixing can be applied to measure the tissue-dependency, thereby taking into account localized fluorophore efficiency. Summed up, tissue spectral unmixing can be used as criteria in choosing the most appropriate tissue targets as well as fluorescent markers for specific applications. © 2007 SPIE-OSA.","Optical Society of America","Conference paper","","Scopus"
"","","","Progress in Biomedical Optics and Imaging: Photonic Therapeutics and Diagnostics II","2006","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","6078","","","","","578","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646185431&partnerID=40&md5=6a16bd5706a3454758a870deff45f41e","The proceedings contain 69 papers. The topics discussed include: spectroscopic analysis of skin intrinsic signals for multiphoton microscopy; flap monitoring using infrared spectroscopy; photonics in dermatology and aesthetic applications; monitoring free tissue transfer using laser speckle imaging; in vivo time-resolved autofluorescence measurements on human skin; hyperspectral imaging of bruised skin; targeted gene transfer of human hepatocyte growth factor into rat skin by the use of laser-induced stress waves; chitosan adhesive for laser tissue repair; endoscopic laser-urethroplasty; laser probes for noninvasive coagulation of subsurface tissues; and validation of IR-spectroscopic brain tumor classification.","","Conference review","","Scopus"
"Samatham R.; Phillips K.G.; Sonka J.; Yelma A.; Reddy N.; Vanka M.; Thuillier P.; Soumyanath A.; Jacques S.","Samatham, Ravikant (24071821500); Phillips, Kevin G. (10939010100); Sonka, Julia (37100315700); Yelma, Aznegashe (37076327000); Reddy, Neha (57202489392); Vanka, Meenakshi (57498680300); Thuillier, Philippe (6602493106); Soumyanath, Amala (8954124100); Jacques, Steven (7101952465)","24071821500; 10939010100; 37100315700; 37076327000; 57202489392; 57498680300; 6602493106; 8954124100; 7101952465","Monitoring human melanocytic cell responses to piperine using multispectral imaging","2011","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","7883","","788309","","","","10.1117/12.875620","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953749541&doi=10.1117%2f12.875620&partnerID=40&md5=b29ef4a29ad3c4223e7d758fde226e32","Vitiligo is a depigmentary disease characterized by melanocyte loss attributed most commonly to autoimmune mechanisms. Currently vitiligo has a high incidence (1% worldwide) but a poor set of treatment options. Piperine, a compound found in black pepper, is a potential treatment for the depigmentary skin disease vitiligo, due to its ability to stimulate mouse epidermal melanocyte proliferation in vitro and in vivo. The present study investigates the use of multispectral imaging and an image processing technique based on local contrast to quantify the stimulatory effects of piperine on human melanocyte proliferation in reconstructed epidermis. We demonstrate the ability of the imaging method to quantify increased pigmentation in response to piperine treatment. The quantization of melanocyte stimulation by the proposed imaging technique illustrates the potential use of this technology to quickly assess therapeutic responses of vitiligo tissue culture models to treatment non-invasively. © 2011 Copyright SPIE - The International Society for Optical Engineering.","","Conference paper","","Scopus"
"Sorg B.S.; Moeller B.J.; Donovan O.; Cao Y.; Dewhirst M.W.","Sorg, Brian S. (7004852686); Moeller, Benjamin J. (7004194449); Donovan, Owen (8718370900); Cao, Yiting (8056919600); Dewhirst, Mark W. (36046300600)","7004852686; 7004194449; 8718370900; 8056919600; 36046300600","Hyperspectral imaging of hemoglobin saturation in tumor microvasculature and tumor hypoxia development","2005","Journal of Biomedical Optics","10","4","044004","","","","10.1117/1.2003369","259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344391071&doi=10.1117%2f1.2003369&partnerID=40&md5=a423bd8f22e1a978eb7157d3f5dee39b","Tumor hypoxia has been shown to have prognostic value in clinical trials involving radiation, chemotherapy, and surgery. Tumor oxygenation studies at microvascular levels can provide understanding of oxygen transport on scales at which oxygen transfer to tissue occurs. To fully grasp the significance of blood oxygen delivery and hypoxia at microvascular levels during tumor growth and angiogenesis, the spatial and temporal relationship of the data must be preserved and mapped. Using tumors grown in window chamber models, hyperspectral imaging can provide serial spatial maps of blood oxygenation in terms of hemoglobin saturation at the microvascular level. We describe our application of hyperspectral imaging for in vivo microvascular tumor oxygen transport studies using red fluorescent protein (RFP) to identify all tumor cells, and hypoxia-driven green fluorescent protein (GFP) to identify the hypoxic fraction. 4T1 mouse mammary carcinoma cells, stably transfected with both reporter genes, are grown in dorsal skin-fold window chambers. Hyperspectral imaging is used to create image maps of hemoglobin saturation, and classify image pixels where RFP alone is present (tumor cells), or both RFP and GFP are present (hypoxic tumor cells). In this work, in vivo calibration of the imaging system is described and in vivo results are shown. © 2005 Society of Photo-Optical Instrumentation Engineers.","","Article","All Open Access; Bronze Open Access","Scopus"
