PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35515105","Synthetic MRI for Radiotherapy Planning for Brain and Prostate Cancers: Phantom Validation and Patient Evaluation","Gouel P, Hapdey S, Dumouchel A, Gardin I, Torfeh E, Hinault P, Vera P, Thureau S, Gensanne D.","Front Oncol. 2022 Apr 20;12:841761. doi: 10.3389/fonc.2022.841761. eCollection 2022.","Gouel P","Front Oncol","2022","2022/05/06","PMC9065558","","10.3389/fonc.2022.841761"
"28237924","Bayesian Estimation of Intrinsic Tissue Oxygenation and Perfusion From RGB Images","Jones G, Clancy NT, Helo Y, Arridge S, Elson DS, Stoyanov D.","IEEE Trans Med Imaging. 2017 Jul;36(7):1491-1501. doi: 10.1109/TMI.2017.2665627. Epub 2017 Feb 20.","Jones G","IEEE Trans Med Imaging","2017","2017/02/27","","","10.1109/TMI.2017.2665627"
"25028587","Detection of melanoma metastases in resected human lymph nodes by noninvasive multispectral photoacoustic imaging","Langhout GC, Grootendorst DJ, Nieweg OE, Wouters MW, van der Hage JA, Jose J, van Boven H, Steenbergen W, Manohar S, Ruers TJ.","Int J Biomed Imaging. 2014;2014:163652. doi: 10.1155/2014/163652. Epub 2014 Jun 16.","Langhout GC","Int J Biomed Imaging","2014","2014/07/17","PMC4083597","","10.1155/2014/163652"
"23214186","Indocyanine-green-loaded microballoons for biliary imaging in cholecystectomy","Mitra K, Melvin J, Chang S, Park K, Yilmaz A, Melvin S, Xu RX.","J Biomed Opt. 2012 Nov;17(11):116025. doi: 10.1117/1.jbo.17.11.116025.","Mitra K","J Biomed Opt","2012","2012/12/11","PMC3500502","","10.1117/1.jbo.17.11.116025"
"25734405","Second derivative multispectral algorithm for quantitative assessment of cutaneous tissue oxygenation","Huang J, Zhang S, Gnyawali S, Sen CK, Xu RX.","J Biomed Opt. 2015 Mar;20(3):036001. doi: 10.1117/1.JBO.20.3.036001.","Huang J","J Biomed Opt","2015","2015/03/04","PMC4347514","","10.1117/1.JBO.20.3.036001"
"23576407","Phasor analysis of multiphoton spectral images distinguishes autofluorescence components of in vivo human skin","Fereidouni F, Bader AN, Colonna A, Gerritsen HC.","J Biophotonics. 2014 Aug;7(8):589-96. doi: 10.1002/jbio.201200244. Epub 2013 Apr 11.","Fereidouni F","J Biophotonics","2014","2013/04/12","","","10.1002/jbio.201200244"
"29774069","A large, switchable optical clearing skull window for cerebrovascular imaging","Zhang C, Feng W, Zhao Y, Yu T, Li P, Xu T, Luo Q, Zhu D.","Theranostics. 2018 Apr 9;8(10):2696-2708. doi: 10.7150/thno.23686. eCollection 2018.","Zhang C","Theranostics","2018","2018/05/19","PMC5957003","","10.7150/thno.23686"
"27536877","A hyperspectral method to assay the microphysiological fates of nanomaterials in histological samples","SoRelle ED, Liba O, Campbell JL, Dalal R, Zavaleta CL, de la Zerda A.","Elife. 2016 Aug 18;5:e16352. doi: 10.7554/eLife.16352.","SoRelle ED","Elife","2016","2016/08/19","PMC5042654","","10.7554/eLife.16352"
"27337713","Statistical Molecular Target Detection Framework for Multispectral Optoacoustic Tomography","Tzoumas S, Kravtsiv A, Gao Y, Buehler A, Ntziachristos V.","IEEE Trans Med Imaging. 2016 Dec;35(12):2534-2545. doi: 10.1109/TMI.2016.2583791. Epub 2016 Jun 22.","Tzoumas S","IEEE Trans Med Imaging","2016","2016/06/24","","","10.1109/TMI.2016.2583791"
"23133450","Rapid Stereomicroscopic Imaging of HER2 Overexpression in Ex Vivo Breast Tissue Using Topically Applied Silica-Based Gold Nanoshells","Bickford LR, Langsner RJ, Chang J, Kennedy LC, Agollah GD, Drezek R.","J Oncol. 2012;2012:291898. doi: 10.1155/2012/291898. Epub 2012 Oct 22.","Bickford LR","J Oncol","2012","2012/11/08","PMC3485548","","10.1155/2012/291898"
"30891357","High-resolution endomicroscopy with a spectrally encoded miniature objective","Jeon H, Pawlowski ME, Tkaczyk TS.","Biomed Opt Express. 2019 Feb 25;10(3):1432-1445. doi: 10.1364/BOE.10.001432. eCollection 2019 Mar 1.","Jeon H","Biomed Opt Express","2019","2019/03/21","PMC6420270","","10.1364/BOE.10.001432"
"24096299","High-resolution optoacoustic mesoscopy with a 24 MHz multidetector translate-rotate scanner","Gateau J, Chekkoury A, Ntziachristos V.","J Biomed Opt. 2013 Oct;18(10):106005. doi: 10.1117/1.JBO.18.10.106005.","Gateau J","J Biomed Opt","2013","2013/10/08","","","10.1117/1.JBO.18.10.106005"
"26659573","Metastatic status of sentinel lymph nodes in melanoma determined noninvasively with multispectral optoacoustic imaging","Stoffels I, Morscher S, Helfrich I, Hillen U, Leyh J, Burton NC, Sardella TC, Claussen J, Poeppel TD, Bachmann HS, Roesch A, Griewank K, Schadendorf D, Gunzer M, Klode J.","Sci Transl Med. 2015 Dec 9;7(317):317ra199. doi: 10.1126/scitranslmed.aad1278.","Stoffels I","Sci Transl Med","2015","2015/12/15","","","10.1126/scitranslmed.aad1278"
"19343636","Nonlinear laser imaging of skin lesions","Cicchi R, Sestini S, De Giorgi V, Massi D, Lotti T, Pavone FS.","J Biophotonics. 2008 Mar;1(1):62-73. doi: 10.1002/jbio.200710003.","Cicchi R","J Biophotonics","2008","2009/04/04","","","10.1002/jbio.200710003"
"23026761","Multispectral opto-acoustic tomography (MSOT) of the brain and glioblastoma characterization","Burton NC, Patel M, Morscher S, Driessen WH, Claussen J, Beziere N, Jetzfellner T, Taruttis A, Razansky D, Bednar B, Ntziachristos V.","Neuroimage. 2013 Jan 15;65:522-8. doi: 10.1016/j.neuroimage.2012.09.053. Epub 2012 Sep 28.","Burton NC","Neuroimage","2013","2012/10/03","","","10.1016/j.neuroimage.2012.09.053"
"29999204","Use of the NESMA Filter to Improve Myelin Water Fraction Mapping with Brain MRI","Bouhrara M, Reiter DA, Maring MC, Bonny JM, Spencer RG.","J Neuroimaging. 2018 Nov;28(6):640-649. doi: 10.1111/jon.12537. Epub 2018 Jul 12.","Bouhrara M","J Neuroimaging","2018","2018/07/13","PMC6212320","NIHMS976853","10.1111/jon.12537"
"21639573","Real-time snapshot hyperspectral imaging endoscope","Kester RT, Bedard N, Gao L, Tkaczyk TS.","J Biomed Opt. 2011 May;16(5):056005. doi: 10.1117/1.3574756.","Kester RT","J Biomed Opt","2011","2011/06/07","PMC3107836","","10.1117/1.3574756"
"15004796","Quantification of tumor tissue populations by multispectral analysis","Carano RA, Ross AL, Ross J, Williams SP, Koeppen H, Schwall RH, Van Bruggen N.","Magn Reson Med. 2004 Mar;51(3):542-51. doi: 10.1002/mrm.10731.","Carano RA","Magn Reson Med","2004","2004/03/09","","","10.1002/mrm.10731"
"25284265","Effects of multispectral excitation on the sensitivity of molecular optoacoustic imaging","Tzoumas S, Nunes A, Deliolanis NC, Ntziachristos V.","J Biophotonics. 2015 Aug;8(8):629-37. doi: 10.1002/jbio.201400056. Epub 2014 Oct 3.","Tzoumas S","J Biophotonics","2015","2014/10/07","","","10.1002/jbio.201400056"
"34892018","Design of a Hyper-Spectral Imaging System for Gross Pathology of Pigmented Skin Lesions","Aloupogianni E, Ishikawa M, Ichimura T, Sasaki A, Kobayashi N, Obi T.","Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:3605-3608. doi: 10.1109/EMBC46164.2021.9629512.","Aloupogianni E","Annu Int Conf IEEE Eng Med Biol Soc","2021","2021/12/11","","","10.1109/EMBC46164.2021.9629512"
"29993443","Uncertainty-Aware Organ Classification for Surgical Data Science Applications in Laparoscopy","Moccia S, Wirkert SJ, Kenngott H, Vemuri AS, Apitz M, Mayer B, De Momi E, Mattos LS, Maier-Hein L.","IEEE Trans Biomed Eng. 2018 Nov;65(11):2649-2659. doi: 10.1109/TBME.2018.2813015. Epub 2018 Mar 9.","Moccia S","IEEE Trans Biomed Eng","2018","2018/07/12","","","10.1109/TBME.2018.2813015"
"24980413","Multispectral upconversion luminescence intensity ratios for ascertaining the tissue imaging depth","Liu K, Wang Y, Kong X, Liu X, Zhang Y, Tu L, Ding Y, Aalders MC, Buma WJ, Zhang H.","Nanoscale. 2014 Aug 7;6(15):9257-63. doi: 10.1039/c4nr02090a.","Liu K","Nanoscale","2014","2014/07/02","","","10.1039/c4nr02090a"
"24912616","Assessing in vitro stem-cell function and tracking engraftment of stem cells in ischaemic hearts by using novel iRFP gene labelling","Wang Y, Zhou M, Wang X, Qin G, Weintraub NL, Tang Y.","J Cell Mol Med. 2014 Sep;18(9):1889-94. doi: 10.1111/jcmm.12321. Epub 2014 Jun 9.","Wang Y","J Cell Mol Med","2014","2014/06/11","PMC4162818","NIHMS585588","10.1111/jcmm.12321"
"23478783","Imaging high-intensity focused ultrasound-induced tissue denaturation by multispectral photoacoustic method: an ex vivo study","Sun Y, O'Neill B.","Appl Opt. 2013 Mar 10;52(8):1764-70. doi: 10.1364/AO.52.001764.","Sun Y","Appl Opt","2013","2013/03/13","","","10.1364/AO.52.001764"
"26580699","Interventional multispectral photoacoustic imaging with a clinical ultrasound probe for discriminating nerves and tendons: an ex vivo pilot study","Mari JM, Xia W, West SJ, Desjardins AE.","J Biomed Opt. 2015 Nov;20(11):110503. doi: 10.1117/1.JBO.20.11.110503.","Mari JM","J Biomed Opt","2015","2015/11/19","PMC5217182","EMS70803","10.1117/1.JBO.20.11.110503"
"17048103","Remote non-invasive stereoscopic imaging of blood vessels: first in-vivo results of a new multispectral contrast enhancement technology","Wieringa FP, Mastik F, Cate FJ, Neumann HA, van der Steen AF.","Ann Biomed Eng. 2006 Dec;34(12):1870-8. doi: 10.1007/s10439-006-9198-1. Epub 2006 Oct 12.","Wieringa FP","Ann Biomed Eng","2006","2006/10/19","PMC1705509","","10.1007/s10439-006-9198-1"
"32859761","Characterization and validation of a preventative therapy for hypertrophic cardiomyopathy in a murine model of the disease","Viola HM, Shah AA, Johnstone VPA, Cserne Szappanos H, Hodson MP, Hool LC.","Proc Natl Acad Sci U S A. 2020 Sep 15;117(37):23113-23124. doi: 10.1073/pnas.2002976117. Epub 2020 Aug 28.","Viola HM","Proc Natl Acad Sci U S A","2020","2020/08/30","PMC7502707","","10.1073/pnas.2002976117"
"31673616","Advanced multispectral image-processing endoscopy system for visualizing two-dimensional hemoglobin saturation and relative hemoglobin concentration","Chiba T, Obara Y, Murata M, Akahoshi T.","Endosc Int Open. 2019 Nov;7(11):E1442-E1447. doi: 10.1055/a-0990-9189. Epub 2019 Oct 22.","Chiba T","Endosc Int Open","2019","2019/11/02","PMC6805204","","10.1055/a-0990-9189"
"25104414","Multispectral measurement of contrast in tissue-mimicking phantoms in near-infrared spectral range of 650 to 1600 nm","Salo D, Zhang H, Kim DM, Berezin MY.","J Biomed Opt. 2014 Aug;19(8):086008. doi: 10.1117/1.JBO.19.8.086008.","Salo D","J Biomed Opt","2014","2014/08/09","PMC4407673","","10.1117/1.JBO.19.8.086008"
"30260254","Osteopontin-targeted probe detects orthotopic breast cancers using optoacoustic imaging","Samykutty A, Thomas A, McNally M, Chiba A, McNally LR.","Biotech Histochem. 2018;93(8):608-614. doi: 10.1080/10520295.2018.1514466. Epub 2018 Sep 27.","Samykutty A","Biotech Histochem","2018","2018/09/28","PMC6407125","NIHMS1514528","10.1080/10520295.2018.1514466"
"23966226","Mitigating fluorescence spectral overlap in wide-field endoscopic imaging","Yang C, Hou V, Nelson LY, Seibel EJ.","J Biomed Opt. 2013 Aug;18(8):86012. doi: 10.1117/1.JBO.18.8.086012.","Yang C","J Biomed Opt","2013","2013/08/23","PMC3767456","","10.1117/1.JBO.18.8.086012"
"20059249","In-vivo fluorescence imaging with a multivariate curve resolution spectral unmixing technique","Xu H, Rice BW.","J Biomed Opt. 2009 Nov-Dec;14(6):064011. doi: 10.1117/1.3258838.","Xu H","J Biomed Opt","2009","2010/01/12","","","10.1117/1.3258838"
"22791572","Compressed-sensing multispectral imaging of the postoperative spine","Worters PW, Sung K, Stevens KJ, Koch KM, Hargreaves BA.","J Magn Reson Imaging. 2013 Jan;37(1):243-8. doi: 10.1002/jmri.23750. Epub 2012 Jul 12.","Worters PW","J Magn Reson Imaging","2013","2012/07/14","PMC3473176","NIHMS384619","10.1002/jmri.23750"
"24684208","Reliable cell segmentation based on spectral phasor analysis of hyperspectral stimulated Raman scattering imaging data","Fu D, Xie XS.","Anal Chem. 2014 May 6;86(9):4115-9. doi: 10.1021/ac500014b. Epub 2014 Apr 8.","Fu D","Anal Chem","2014","2014/04/02","","","10.1021/ac500014b"
"22890932","Tracking inflammation-induced mobilization of mesenchymal stem cells","Spaeth EL, Kidd S, Marini FC.","Methods Mol Biol. 2012;904:173-90. doi: 10.1007/978-1-61779-943-3_15.","Spaeth EL","Methods Mol Biol","2012","2012/08/15","","","10.1007/978-1-61779-943-3_15"
"28253387","Smartphone snapshot mapping of skin chromophores under triple-wavelength laser illumination","Spigulis J, Oshina I, Berzina A, Bykov A.","J Biomed Opt. 2017 Sep 1;22(9):91508. doi: 10.1117/1.JBO.22.9.091508.","Spigulis J","J Biomed Opt","2017","2017/03/03","","","10.1117/1.JBO.22.9.091508"
"27661454","Improved decision making for prioritizing tumor targeting antibodies in human xenografts: Utility of fluorescence imaging to verify tumor target expression, antibody binding and optimization of dosage and application schedule","Dobosz M, Haupt U, Scheuer W.","MAbs. 2017 Jan;9(1):140-153. doi: 10.1080/19420862.2016.1238996. Epub 2016 Sep 23.","Dobosz M","MAbs","2017","2016/09/24","PMC5240651","","10.1080/19420862.2016.1238996"
"23873342","Rare-earth-doped biological composites as in vivo shortwave infrared reporters","Naczynski DJ, Tan MC, Zevon M, Wall B, Kohl J, Kulesa A, Chen S, Roth CM, Riman RE, Moghe PV.","Nat Commun. 2013;4:2199. doi: 10.1038/ncomms3199.","Naczynski DJ","Nat Commun","2013","2013/07/23","PMC3736359","NIHMS499736","10.1038/ncomms3199"
"28663847","Development of a multimodal foveated endomicroscope for the detection of oral cancer","Shadfan A, Darwiche H, Blanco J, Gillenwater A, Richards-Kortum R, Tkaczyk TS.","Biomed Opt Express. 2017 Feb 14;8(3):1525-1535. doi: 10.1364/BOE.8.001525. eCollection 2017 Mar 1.","Shadfan A","Biomed Opt Express","2017","2017/07/01","PMC5480562","","10.1364/BOE.8.001525"
"31842410","Most Relevant Spectral Bands Identification for Brain Cancer Detection Using Hyperspectral Imaging","Martinez B, Leon R, Fabelo H, Ortega S, Piñeiro JF, Szolna A, Hernandez M, Espino C, J O'Shanahan A, Carrera D, Bisshopp S, Sosa C, Marquez M, Camacho R, Plaza ML, Morera J, M Callico G.","Sensors (Basel). 2019 Dec 12;19(24):5481. doi: 10.3390/s19245481.","Martinez B","Sensors (Basel)","2019","2019/12/18","PMC6961052","","10.3390/s19245481"
"21806269","Confocal mosaicing microscopy of human skin ex vivo: spectral analysis for digital staining to simulate histology-like appearance","Bini J, Spain J, Nehal K, Hazelwood V, DiMarzio C, Rajadhyaksha M.","J Biomed Opt. 2011 Jul;16(7):076008. doi: 10.1117/1.3596742.","Bini J","J Biomed Opt","2011","2011/08/03","PMC3154052","","10.1117/1.3596742"
"25027002","Target-to-background enhancement in multispectral endoscopy with background autofluorescence mitigation for quantitative molecular imaging","Yang C, Hou VW, Girard EJ, Nelson LY, Seibel EJ.","J Biomed Opt. 2014;19(7):76014. doi: 10.1117/1.JBO.19.7.076014.","Yang C","J Biomed Opt","2014","2014/07/17","PMC4098034","","10.1117/1.JBO.19.7.076014"
"25360365","Quantitative assessment of graded burn wounds in a porcine model using spatial frequency domain imaging (SFDI) and laser speckle imaging (LSI)","Ponticorvo A, Burmeister DM, Yang B, Choi B, Christy RJ, Durkin AJ.","Biomed Opt Express. 2014 Sep 8;5(10):3467-81. doi: 10.1364/BOE.5.003467. eCollection 2014 Oct 1.","Ponticorvo A","Biomed Opt Express","2014","2014/11/01","PMC4206317","","10.1364/BOE.5.003467"
"31792454","Detection of collagens by multispectral optoacoustic tomography as an imaging biomarker for Duchenne muscular dystrophy","Regensburger AP, Fonteyne LM, Jüngert J, Wagner AL, Gerhalter T, Nagel AM, Heiss R, Flenkenthaler F, Qurashi M, Neurath MF, Klymiuk N, Kemter E, Fröhlich T, Uder M, Woelfle J, Rascher W, Trollmann R, Wolf E, Waldner MJ, Knieling F.","Nat Med. 2019 Dec;25(12):1905-1915. doi: 10.1038/s41591-019-0669-y. Epub 2019 Dec 2.","Regensburger AP","Nat Med","2019","2019/12/04","","","10.1038/s41591-019-0669-y"
"28614337","Dual-axis optical coherence tomography for deep tissue imaging","Zhao Y, Eldridge WJ, Maher JR, Kim S, Crose M, Ibrahim M, Levinson H, Wax A.","Opt Lett. 2017 Jun 15;42(12):2302-2305. doi: 10.1364/OL.42.002302.","Zhao Y","Opt Lett","2017","2017/06/15","PMC5639437","NIHMS910901","10.1364/OL.42.002302"
"23391740","Multispectral characterization of tissues encountered during laparoscopic colorectal surgery","Schols RM, Dunias P, Wieringa FP, Stassen LP.","Med Eng Phys. 2013 Jul;35(7):1044-50. doi: 10.1016/j.medengphy.2013.01.004. Epub 2013 Feb 5.","Schols RM","Med Eng Phys","2013","2013/02/09","","","10.1016/j.medengphy.2013.01.004"
"25217521","Targeted noninvasive imaging of EGFR-expressing orthotopic pancreatic cancer using multispectral optoacoustic tomography","Hudson SV, Huang JS, Yin W, Albeituni S, Rush J, Khanal A, Yan J, Ceresa BP, Frieboes HB, McNally LR.","Cancer Res. 2014 Nov 1;74(21):6271-9. doi: 10.1158/0008-5472.CAN-14-1656. Epub 2014 Sep 12.","Hudson SV","Cancer Res","2014","2014/09/14","PMC4216771","NIHMS628391","10.1158/0008-5472.CAN-14-1656"
"25765987","Quantitative multi-spectral oxygen saturation measurements independent of tissue optical properties","Radrich K, Ntziachristos V.","J Biophotonics. 2016 Jan;9(1-2):83-99. doi: 10.1002/jbio.201400092. Epub 2015 Mar 12.","Radrich K","J Biophotonics","2016","2015/03/14","","","10.1002/jbio.201400092"
"28842674","Hyperspectral data processing improves PpIX contrast during fluorescence guided surgery of human brain tumors","Bravo JJ, Olson JD, Davis SC, Roberts DW, Paulsen KD, Kanick SC.","Sci Rep. 2017 Aug 25;7(1):9455. doi: 10.1038/s41598-017-09727-8.","Bravo JJ","Sci Rep","2017","2017/08/27","PMC5572708","","10.1038/s41598-017-09727-8"
"25394551","Delineating margins of lentigo maligna using a hyperspectral imaging system","Neittaanmäki-Perttu N, Grönroos M, Jeskanen L, Pölönen I, Ranki A, Saksela O, Snellman E.","Acta Derm Venereol. 2015 May;95(5):549-52. doi: 10.2340/00015555-2010.","Neittaanmäki-Perttu N","Acta Derm Venereol","2015","2014/11/15","","","10.2340/00015555-2010"
"29531962","Noninvasive detection of acute cerebral hypoxia and subsequent matrix-metalloproteinase activity in a mouse model of cerebral ischemia using multispectral-optoacoustic-tomography","Ni R, Vaas M, Ren W, Klohs J.","Neurophotonics. 2018 Jan;5(1):015005. doi: 10.1117/1.NPh.5.1.015005. Epub 2018 Feb 28.","Ni R","Neurophotonics","2018","2018/03/14","PMC5829216","","10.1117/1.NPh.5.1.015005"
"20861493","Spatial and spectral imaging of retinal laser photocoagulation burns","Muqit MM, Denniss J, Nourrit V, Marcellino GR, Henson DB, Schiessl I, Stanga PE.","Invest Ophthalmol Vis Sci. 2011 Feb 23;52(2):994-1002. doi: 10.1167/iovs.10-6309.","Muqit MM","Invest Ophthalmol Vis Sci","2011","2010/09/24","","","10.1167/iovs.10-6309"
"33318595","Distinction of surgically resected gastrointestinal stromal tumor by near-infrared hyperspectral imaging","Sato D, Takamatsu T, Umezawa M, Kitagawa Y, Maeda K, Hosokawa N, Okubo K, Kamimura M, Kadota T, Akimoto T, Kinoshita T, Yano T, Kuwata T, Ikematsu H, Takemura H, Yokota H, Soga K.","Sci Rep. 2020 Dec 14;10(1):21852. doi: 10.1038/s41598-020-79021-7.","Sato D","Sci Rep","2020","2020/12/15","PMC7736345","","10.1038/s41598-020-79021-7"
"31853391","Toward development of a large field-of-view cancer screening patch (CASP) to detect cervical intraepithelial neoplasia","Gawedzinski J, Schmeler KM, Milbourne A, Ramalingam P, Moghaddam PA, Richards-Kortum R, Tkaczyk TS.","Biomed Opt Express. 2019 Nov 6;10(12):6145-6159. doi: 10.1364/BOE.10.006145. eCollection 2019 Dec 1.","Gawedzinski J","Biomed Opt Express","2019","2019/12/20","PMC6913391","","10.1364/BOE.10.006145"
"29514074","Non-invasive Measurement of Brown Fat Metabolism Based on Optoacoustic Imaging of Hemoglobin Gradients","Reber J, Willershäuser M, Karlas A, Paul-Yuan K, Diot G, Franz D, Fromme T, Ovsepian SV, Bézière N, Dubikovskaya E, Karampinos DC, Holzapfel C, Hauner H, Klingenspor M, Ntziachristos V.","Cell Metab. 2018 Mar 6;27(3):689-701.e4. doi: 10.1016/j.cmet.2018.02.002.","Reber J","Cell Metab","2018","2018/03/08","","","10.1016/j.cmet.2018.02.002"
"24021229","Non-invasive pH determination adjacent to degradable biomaterials in vivo","Bartsch I, Willbold E, Rosenhahn B, Witte F.","Acta Biomater. 2014 Jan;10(1):34-9. doi: 10.1016/j.actbio.2013.08.047. Epub 2013 Sep 8.","Bartsch I","Acta Biomater","2014","2013/09/12","","","10.1016/j.actbio.2013.08.047"
"22720905","Hyperspectral hybrid method classification for detecting altered mucosa of the human larynx","Martin R, Thies B, Gerstner AO.","Int J Health Geogr. 2012 Jun 21;11:21. doi: 10.1186/1476-072X-11-21.","Martin R","Int J Health Geogr","2012","2012/06/23","PMC3787854","","10.1186/1476-072X-11-21"
"22254167","Snapshot hyperspectral retinal camera with the Image Mapping Spectrometer (IMS)","Gao L, Smith RT, Tkaczyk TS.","Biomed Opt Express. 2012 Jan 1;3(1):48-54. doi: 10.1364/BOE.3.000048. Epub 2011 Dec 7.","Gao L","Biomed Opt Express","2012","2012/01/19","PMC3255341","","10.1364/BOE.3.000048"
"19397743","Extending immunofluorescence detection limits in whole paraffin-embedded formalin fixed tissues using hyperspectral confocal fluorescence imaging","Constantinou P, Dacosta RS, Wilson BC.","J Microsc. 2009 May;234(2):137-46. doi: 10.1111/j.1365-2818.2009.03155.x.","Constantinou P","J Microsc","2009","2009/04/29","","","10.1111/j.1365-2818.2009.03155.x"
"21412468","Dual modality fluorescence confocal and spectral-domain optical coherence tomography microendoscope","Makhlouf H, Rouse AR, Gmitro AF.","Biomed Opt Express. 2011 Feb 22;2(3):634-44. doi: 10.1364/BOE.2.000634.","Makhlouf H","Biomed Opt Express","2011","2011/03/18","PMC3047368","","10.1364/BOE.2.000634"
"21538153","Targeting apoptosis for optical imaging of infection","Thakur ML, Zhang K, Paudyal B, Devakumar D, Covarrubias MY, Chen CP, Gray BD, Wickstrom E, Pak KY.","Mol Imaging Biol. 2012 Apr;14(2):163-71. doi: 10.1007/s11307-011-0490-6.","Thakur ML","Mol Imaging Biol","2012","2011/05/04","PMC5842677","NIHMS945854","10.1007/s11307-011-0490-6"
"21757995","Spectral imaging-based methods for quantifying autophagy and apoptosis","Dolloff NG, Ma X, Dicker DT, Humphreys RC, Li LZ, El-Deiry WS.","Cancer Biol Ther. 2011 Aug 15;12(4):349-56. doi: 10.4161/cbt.12.4.17175. Epub 2011 Aug 15.","Dolloff NG","Cancer Biol Ther","2011","2011/07/16","PMC3230317","","10.4161/cbt.12.4.17175"
"21369139","Blind source unmixing in multi-spectral optoacoustic tomography","Glatz J, Deliolanis NC, Buehler A, Razansky D, Ntziachristos V.","Opt Express. 2011 Feb 14;19(4):3175-84. doi: 10.1364/OE.19.003175.","Glatz J","Opt Express","2011","2011/03/04","","","10.1364/OE.19.003175"
"20838910","Imaging the bio-distribution of fluorescent probes using multispectral epi-illumination cryoslicing imaging","Sarantopoulos A, Themelis G, Ntziachristos V.","Mol Imaging Biol. 2011 Oct;13(5):874-85. doi: 10.1007/s11307-010-0416-8.","Sarantopoulos A","Mol Imaging Biol","2011","2010/09/15","","","10.1007/s11307-010-0416-8"
"26763377","Identification of pancreatic tumors in vivo with ligand-targeted, pH responsive mesoporous silica nanoparticles by multispectral optoacoustic tomography","Gurka MK, Pender D, Chuong P, Fouts BL, Sobelov A, McNally MW, Mezera M, Woo SY, McNally LR.","J Control Release. 2016 Jun 10;231:60-7. doi: 10.1016/j.jconrel.2015.12.055. Epub 2016 Jan 5.","Gurka MK","J Control Release","2016","2016/01/15","PMC4870134","NIHMS750732","10.1016/j.jconrel.2015.12.055"
"27529255","Hyperspectral Imaging Using Flexible Endoscopy for Laryngeal Cancer Detection","Regeling B, Thies B, Gerstner AO, Westermann S, Müller NA, Bendix J, Laffers W.","Sensors (Basel). 2016 Aug 13;16(8):1288. doi: 10.3390/s16081288.","Regeling B","Sensors (Basel)","2016","2016/08/17","PMC5017453","","10.3390/s16081288"
"26504664","Intraoperative measurement of bowel oxygen saturation using a multispectral imaging laparoscope","Clancy NT, Arya S, Stoyanov D, Singh M, Hanna GB, Elson DS.","Biomed Opt Express. 2015 Sep 30;6(10):4179-90. doi: 10.1364/BOE.6.004179. eCollection 2015 Oct 1.","Clancy NT","Biomed Opt Express","2015","2015/10/28","PMC4605073","","10.1364/BOE.6.004179"
"22301343","Vital-dye enhanced fluorescence imaging of GI mucosa: metaplasia, neoplasia, inflammation","Thekkek N, Muldoon T, Polydorides AD, Maru DM, Harpaz N, Harris MT, Hofstettor W, Hiotis SP, Kim SA, Ky AJ, Anandasabapathy S, Richards-Kortum R.","Gastrointest Endosc. 2012 Apr;75(4):877-87. doi: 10.1016/j.gie.2011.10.004. Epub 2012 Jan 31.","Thekkek N","Gastrointest Endosc","2012","2012/02/04","PMC3336371","NIHMS370459","10.1016/j.gie.2011.10.004"
"29726109","Dual-Modality Surface-Enhanced Resonance Raman Scattering and Multispectral Optoacoustic Tomography Nanoparticle Approach for Brain Tumor Delineation","Neuschmelting V, Harmsen S, Beziere N, Lockau H, Hsu HT, Huang R, Razansky D, Ntziachristos V, Kircher MF.","Small. 2018 Jun;14(23):e1800740. doi: 10.1002/smll.201800740. Epub 2018 May 4.","Neuschmelting V","Small","2018","2018/05/05","PMC6541212","NIHMS1031311","10.1002/smll.201800740"
"26998478","Design and Performance of a Multi-Point Scan Confocal Microendoscope","Risi MD, Makhlouf H, Rouse AR, Tanbakuchi AA, Gmitro AF.","Photonics. 2014 Dec;1(4):421-431. doi: 10.3390/photonics1040421. Epub 2014 Nov 20.","Risi MD","Photonics","2014","2016/03/22","PMC4793733","NIHMS765802","10.3390/photonics1040421"
"26408999","Dual-color photoacoustic lymph node imaging using nanoformulated naphthalocyanines","Lee C, Kim J, Zhang Y, Jeon M, Liu C, Song L, Lovell JF, Kim C.","Biomaterials. 2015 Dec;73:142-8. doi: 10.1016/j.biomaterials.2015.09.023. Epub 2015 Sep 16.","Lee C","Biomaterials","2015","2015/09/27","","","10.1016/j.biomaterials.2015.09.023"
"21934199","Quantum dots trace lymphatic drainage from the mouse eye","Tam AL, Gupta N, Zhang Z, Yücel YH.","Nanotechnology. 2011 Oct 21;22(42):425101. doi: 10.1088/0957-4484/22/42/425101. Epub 2011 Sep 21.","Tam AL","Nanotechnology","2011","2011/09/22","","","10.1088/0957-4484/22/42/425101"
"21716501","Multispectral Cerenkov luminescence tomography for small animal optical imaging","Spinelli AE, Kuo C, Rice BW, Calandrino R, Marzola P, Sbarbati A, Boschi F.","Opt Express. 2011 Jun 20;19(13):12605-18. doi: 10.1364/OE.19.012605.","Spinelli AE","Opt Express","2011","2011/07/01","","","10.1364/OE.19.012605"
"21280913","Multispectral fluorescence imaging to assess pH in biological specimens","Hight MR, Nolting DD, McKinley ET, Lander AD, Wyatt SK, Gonyea M, Zhao P, Manning HC.","J Biomed Opt. 2011 Jan-Feb;16(1):016007. doi: 10.1117/1.3533264.","Hight MR","J Biomed Opt","2011","2011/02/02","PMC3041815","","10.1117/1.3533264"
