"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Raman spectroscopy for minimally invasive spinal nerve detection","H. Chen; W. Xu; N. Broderick","Department of Mechanical Engineering, The University of Auckland; Department of Mechanical Engineering, The University of Auckland; Department of Physics, The University of Auckland","2016 23rd International Conference on Mechatronics and Machine Vision in Practice (M2VIP)","23 Jan 2017","2016","","","1","5","Minimally invasive spine surgery (MISS) provides both patients and surgeons with huge benefits. However, at the same time, it is still experiencing obstacles, such as confined working space, the absence of force feedback information and lack of visualization etc. The spinal cord and spinal nerves connect the brain with the rest of the body. They are quite vulnerable and small damages on them may lead to severe body dysfunction. This paper presents that using Raman spectroscopy as an analytical tool to identify spinal cord and spinal nerves from surrounding tissues for MISS purpose. Ex vivo Raman experiments is done on swine backbone samples with a fiberoptic Raman sensing system to examine the viability of this work. A total number of 750 raw spectra of bone, fat, muscle and spinal cord are obtained and data pre-processing procedures are employed before multivariate analysis. Principal Component Analysis (PCA) are then applied for data dimensionality reduction. Finally, classification model (together with 10-fold cross validation) using linear discriminant analysis (LDA) for multiple classes is built based on the PCA results and an overall accuracy of 93.1% is reached.","","978-1-5090-2764-4","10.1109/M2VIP.2016.7827293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7827293","Raman spectroscopy;spinal cord identification;minimally invasive spine surgery","Spinal cord;Bones;Principal component analysis;Raman scattering;Surgery;Fats;Muscles","medical signal processing;neurophysiology;principal component analysis;Raman spectra;surgery","Raman spectroscopy;minimally invasive spinal nerve detection;minimally invasive spine surgery;force feedback information;spinal cord;severe body dysfunction;bone;fat;muscle;Principal Component Analysis","","","","11","IEEE","23 Jan 2017","","","IEEE","IEEE Conferences"
"Automatic detection and spatial clustering of interictal discharges in invasive recordings","R. Janca; P. Jezdik; R. Cmejla; P. Krsek; J. G. R. Jefferys; P. Marusic; P. Jiruska","Faculty of Electrical Engineering, Czech Technical University in Prague, Prague, Czech Republic; Faculty of Electrical Engineering, Czech Technical University in Prague, Prague, Czech Republic; Faculty of Electrical Engineering, Czech Technical University in Prague, Prague, Czech Republic; Department of Pediatric Neurology, Faculty of Medicine, Charles University in Prague, Prague, Czech Republic; Neuronal Networks Group, School of Clinical and Experimental Medicine, University of Birmingham, Birmingham, UK; Department of Neurology, Motol University Hospital, Prague, Czech Republic; Univerzita Karlova, Praha, CZ","2013 IEEE International Symposium on Medical Measurements and Applications (MeMeA)","1 Jul 2013","2013","","","219","223","Interictal epileptiform discharges (spikes) represent electrographic marker of epileptogenic brain tissue. Besides ictal onsets, localization of interictal epileptiform discharges provides additional information to plan resective epilepsy surgery. The main goals of this study were: 1) to develop a reliable automatic algorithm to detect high and low amplitude interictal epileptiform discharges in intracranial EEG recordings and 2) to design a clustering method to extract spatial patterns of their propagation. For detection, we used a signal envelope modeling technique which adaptively identifies statistical parameters of signals containing spikes. Application of this technique to human intracranial EEG data demonstrated that it was superior to expert labeling and it was able to detect even small amplitude interictal epileptiform discharges. In the second task, detected spikes were clustered by principal component analysis according to their spatial distribution. Preliminary results showed that this unsupervised approach is able to identify distinct sources of interictal epileptiform discharges and has the potential to increase the yield of presurgical examination by improved delineation of the irritative zone.","","978-1-4673-5197-3","10.1109/MeMeA.2013.6549739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6549739","epilepsy;interictal discharges;intracranial electroencephalography;automatic detection;clustering","Detectors;Discharges (electric);Clustering algorithms;Surgery;Epilepsy;Electroencephalography;Electrodes","bioelectric phenomena;biological tissues;brain;electroencephalography;medical disorders;medical signal detection;medical signal processing;pattern clustering;principal component analysis;surgery","spatial clustering;invasive recordings;electrographic marker;epileptogenic brain tissue;ictal onsets;interictal epileptiform discharge localization;epilepsy surgery;reliable automatic algorithm;intracranial EEG recordings;spatial pattern extraction;clustering method;signal envelope modeling;statistical parameters;human intracranial EEG data;spike detection;principal component analysis;presurgical examination;irritative zone","","2","","18","IEEE","1 Jul 2013","","","IEEE","IEEE Conferences"
"Analysis of epileptogenic network properties during ictal activity","C. Wilke; G. A. Worrell; B. He","Department of Biomedical Engineering, University of Minnesota, Minneapolis, MN, USA; Department of Neurology, Mayo Clinic, Rochester, MN, USA; Department of Biomedical Engineering, University of Minnesota, Minneapolis, MN, USA","2009 Annual International Conference of the IEEE Engineering in Medicine and Biology Society","13 Nov 2009","2009","","","2220","2223","In the present study, we utilize methods from graph theory to analyze epileptogenic network properties during periods of ictal activity. Using these methods, we analyzed the DTF-based causal information flow in nine seizures recorded from two patients undergoing presurgical monitoring for the treatment of medically intractable epilepsy. From the results, we observed a high degree of correlation between the regions with a high amount of information outflow (termed the outdegree) and the cortical areas identified clinically as the generators of the ictal activity. We furthermore observe a frequency-dependent correlation between the co-localization of these ldquoactivated regionsrdquo and the clinical foci. These findings suggest that application of network analysis tools to ictal activity could provide clinically useful information concerning these epileptogenic networks.","1558-4615","978-1-4244-3296-7","10.1109/IEMBS.2009.5334866","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5334866","","Epilepsy;Biomedical measurements;Biomedical imaging;Graph theory;Patient monitoring;Medical treatment;Medical diagnostic imaging;Surgery;Helium;Information analysis","electroencephalography;graph theory;medical disorders;neural nets;neurophysiology;patient monitoring","epileptogenic network properties;ictal activity;graph theory;DTF-based causal information flow;seizures recording;presurgical monitoring;medically intractable epilepsy treatment;frequency-dependent correlation;EEG;activated region;clinical foci","Adult;Biomedical Engineering;Brain;Brain Mapping;Cluster Analysis;Electroencephalography;Epilepsy;Epilepsy;Female;Humans;Male;Models, Neurological;Models, Statistical;Nerve Net;Seizures;Signal Processing, Computer-Assisted;Time Factors","2","","21","IEEE","13 Nov 2009","","","IEEE","IEEE Conferences"
"Interactive Stereotactic Surgical System for the Removal of Intracranial Tumors Utilizing the CO2 Laser and CT-Derived Database","B. A. Kall; P. J. Kelly; S. J. Goerss","Information and Processing Systems, Mayo Clinic, Rochester, MN, USA; Department of Neurosurgery, State University of New York, University at Buffalo, Buffalo, NY, USA; Department of Neurosurgery, Mayo Clinic, Rochester, MN, USA","IEEE Transactions on Biomedical Engineering","12 Mar 2007","1985","BME-32","2","112","116","The transposition of data derived from computed tomography into three-dimensional stereotactic space has been found to be useful for the removal of intracranial tumors by a stereotactically directed CO2 laser. Serial cross sections of a CT-derived tumor volume sliced orthogonal to any surgical trajectory are displayed in the operating room. Tumor slices are interactively vaporized with a stereotactically directed carbon dioxide laser. In this manner, the entire mass detected by CT scanning may be removed within a three-dimensionally controlled environment.","1558-2531","","10.1109/TBME.1985.325611","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4122009","","Laser surgery;Neoplasms;Databases;Computed tomography;Skull;Neurosurgery;Optical fiber devices;Surges;Hospitals;Lesions","","","Brain;Brain Neoplasms;Brain Neoplasms;Humans;Laser Therapy;Mathematics;Stereotaxic Techniques;Tomography, X-Ray Computed","23","6","14","IEEE","12 Mar 2007","","","IEEE","IEEE Journals"
"Bi-Frequency Symmetry Difference EIT—Feasibility and Limitations of Application to Stroke Diagnosis","B. McDermott; M. O'Halloran; J. Avery; E. Porter","Translational Medical Device Lab, National University of Ireland Galway, Galway, Ireland; Translational Medical Device Lab, National University of Ireland Galway, Galway, Ireland; Department of Surgery and Cancer, Imperial College London, London, U.K.; Translational Medical Device Lab, National University of Ireland Galway, Galway, Ireland","IEEE Journal of Biomedical and Health Informatics","5 Aug 2020","2020","24","8","2407","2419","Objective: Bi-Frequency Symmetry Difference (BFSD)-EIT can detect, localize and identify unilateral perturbations in symmetric scenes. Here, we test the viability and robustness of BFSD-EIT in stroke diagnosis. Methods: A realistic 4-layer Finite Element Method (FEM) head model with and without bleed and clot lesions is developed. Performance is assessed with test parameters including: measurement noise, electrode placement errors, contact impedance errors, deviations in assumed tissue conductivity, deviations in assumed anatomy, and a frequency-dependent background. A final test is performed using ischemic patient data. Results are assessed using images and quantitative metrics. Results: BFSD-EIT may be feasible for stroke diagnosis if a signal-to-noise ratio (SNR) of ≥60 dB is achievable. Sensitivity to errors in electrode positioning is seen with a tolerance of only ±5 mm, but a tolerance of up to ±30 mm is possible if symmetry is maintained between symmetrically opposite partner electrodes. The technique is robust to errors in contact impedance and assumed tissue conductivity up to at least ±50%. Asymmetric internal anatomy affects performance but may be tolerable for tissues with frequency-dependent conductivity. Errors in assumed external geometry marginally affect performance. A frequency-dependent background does not affect performance with carefully chosen frequency points or use of multiple frequency points across a band. The Global Left-Hand Side (LHS) & Right-Hand Side (RHS) Mean Intensity metric is particularly robust to errors. Conclusion: BFSD-EIT is a promising technique for stroke diagnosis, provided parameters are within the tolerated ranges. Significance: BFSD-EIT may prove an important step forward in imaging of static scenes such as stroke.","2168-2208","","10.1109/JBHI.2019.2960862","European Research Council(grant numbers:BioElecPro 637780); Science Foundation Ireland(grant numbers:15/ERCS/3276); Hardiman Research Scholarship from NUIG; Charity RESPECT; Seventh Framework Programme(grant numbers:PCOFUND-GA-2013-608728); NIHR Imperial Biomedical Research Centre; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8936983","Electrical impedance tomography;reconstruction algorithm;stroke imaging","Tomography;Electrodes;Numerical models;Conductivity;Head;Brain modeling;Finite element analysis","bioelectric phenomena;biological tissues;biomedical electrodes;electric impedance imaging;finite element analysis;medical image processing;physiological models","BFSD-EIT;stroke diagnosis;symmetrically opposite partner electrodes;assumed tissue conductivity;frequency-dependent conductivity;assumed external geometry;frequency-dependent background;multiple frequency points;electrode placement errors;contact impedance errors;assumed anatomy;4-layer finite element method head model;bi-frequency symmetry difference-EIT;signal-to-noise ratio;unilateral perturbations;symmetric scenes;FEM;SNR;measurement noise;global left-hand side mean intensity metric;LHS;right-hand side mean intensity metric;RHS;ischemic patient data","Algorithms;Electric Conductivity;Electric Impedance;Feasibility Studies;Humans;Image Interpretation, Computer-Assisted;Stroke;Tomography","8","","45","IEEE","19 Dec 2019","","","IEEE","IEEE Journals"
"Fully Wireless and Batteryless Localization and Physiological Motion Detection System for Point-of-care Biomedical Applications","A. Ray; I. Habibagahi; A. Babakhani","University of California, Los Angeles, CA, USA; University of California, Los Angeles, CA, USA; University of California, Los Angeles, CA, USA","2022 IEEE Biomedical Circuits and Systems Conference (BioCAS)","16 Nov 2022","2022","","","26","30","Localization of wireless capsule endoscopes (WCE) is essential for advancement in the treatment of gastrointestinal (GI) tract diseases. Localization is also essential in biomedical applications such as detecting cancerous tissues, drug delivery, brain mapping, and robotic surgeries. Current localization systems are either battery-powered or require large coils for wireless power transfer, making them bulky and unfit for use in wearable or implantable applications. This paper proposes a fully battery-less localization system using wireless energy harvesting. Additionally, the system can be used for the detection of the rate of periodic physiological motions such as diaphragm motion during breathing. The proposed localization system uses ISM bands and transmits a locked sub-harmonic 13.56 MHz signal generated from the received 40.68 MHz radio frequency (RF) signal, eliminating the need for a power-hungry oscillator. The localizer has a small form factor of 17 mm × 12 mm × 0.2 mm and consumes an average power of 6 μW. Ex vivo measurements using the localizer inside the porcine intestine demonstrate a localization accuracy of less than 1 cm.","2163-4025","978-1-6654-6917-3","10.1109/BioCAS54905.2022.9948647","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9948647","Localization;wireless;battery-less;energy harvesting;motion detection;biomedical;capsule endoscope","Location awareness;Wireless communication;Coils;Wireless sensor networks;Endoscopes;Surgery;Wireless power transfer","biological organs;biological tissues;biomedical optical imaging;diseases;endoscopes;energy harvesting;pneumodynamics","40.68 MHz radio frequency signal;brain mapping;breathing;cancerous tissues;diaphragm motion;drug delivery;ex vivo measurements;form factor;frequency 13.56 MHz;frequency 40.68 MHz;fully battery-less localization system;gastrointestinal tract disease treatment;implantable applications;ISM bands;localization accuracy;localizer;locked sub-harmonic 13.56 MHz signal;periodic physiological motions;physiological motion detection system;point-of-care biomedical applications;porcine intestine;power 6.0 muW;robotic surgeries;wearable applications;wireless capsule endoscopes;wireless energy harvesting;wireless localization;wireless power transfer","","","","14","IEEE","16 Nov 2022","","","IEEE","IEEE Conferences"
"Robust Approach Based on Convolutional Neural Networks for Identification of Focal EEG Signals","V. Bajaj; S. Taran; E. Tanyildizi; A. Sengur","Electronics and Communication Discipline, Indian Institute of Information Technology, Design and Manufacturing, Jabalpur, Jabalpur, India; Electronics and Communication Discipline, Indian Institute of Information Technology, Design and Manufacturing, Jabalpur, Jabalpur, India; Electrical and Electronics Engineering Department, Firat University, Elazig, Turkey; Electrical and Electronics Engineering Department, Firat University, Elazig, Turkey","IEEE Sensors Letters","22 May 2019","2019","3","5","1","4","Electroencephalogram (EEG) signals provide important information for the identification of the epileptogenic area. Identification of focal EEG signals locates the epileptogenic area, which is an important task for successful surgery. In this article, a convolutional neural networks (CNNs) based framework is proposed for automatic identification of focal EEG signals. The proposed intelligent system initially uses a window for randomly segment the input EEG signals. The short-time Fourier transform is applied on to the segmented EEG signals for conversion of input EEG signals into time-frequency (T-F) representation. The T-F representation of EEG signals is used as T-F images. Instead of training an end-to-end CNNs which necessitates more input images and time, we opt to use a pretrained CNNs model for transfer learning. Specifically, deep feature extraction (DFE) is employed for acquiring the more convenient features from the input EEG images. The deep features extracted from AlexNet, VGG16, VGG19, and Resnet50 models are used as input to different variants of the k-nearest neighbor (k-NN) classifier. The conducted experimental works show that AlexNet, VGG16, and Resnet50 achieve promising results. Specifically, the fc6 layers of AlexNet, VGG16, and fc1000 layer of Resnet50 produce a 99.8% accuracy score with the weighted-k-NN approach. The comparative study shows that the proposed method provides better performance in comparison to state-of-the-art methods.","2475-1472","","10.1109/LSENS.2019.2909119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8681134","Sensor signal processing;convolutional neural networks (CNNs);electroencephalogram (EEG) signal;k-nearest neighbor (k-NN);transfer learning","Electroencephalography;Brain modeling;Feature extraction;Mathematical model;Entropy;Convolution;Time-frequency analysis","convolutional neural nets;electroencephalography;feature extraction;Fourier transforms;medical signal processing;nearest neighbour methods;signal classification;surgery","focal EEG signals;electroencephalogram signals;epileptogenic area;convolutional neural networks based framework;automatic identification;input EEG signals;short-time Fourier transform;segmented EEG signals;end-to-end CNNs;input images;pretrained CNNs model;deep feature extraction;VGG16;VGG19;weighted-k-NN approach;k-nearest neighbor classifier;intelligent system","","10","","21","IEEE","3 Apr 2019","","","IEEE","IEEE Journals"
"Towards an automated, minimal invasive, precision craniotomy on small animals","B. M. Pohl; A. Schumacher; U. G. Hofmann","Institute of Signal Processing, Graduate School for Computing in Medicine and Life Science, University of Luebeck, Luebeck, Germany; Clinic of Neurology, University of Luebeck, Luebeck, Germany; Institute of Signal Processing, University of Luebeck, Luebeck, Germany","2011 5th International IEEE/EMBS Conference on Neural Engineering","23 Jun 2011","2011","","","302","305","Animal models for surgical interventions of neurological disorders are gaining more and more importance with the advent of sophisticated micro-technologies. One unavoidable procedure to access brain tissue is the craniotomy, the removal of skull bone. Since this procedure is always performed manually, it may lead to unwanted complications due too extensive bone removals, unwanted penetrations of the cerebral tissue or severe bleeding. In this work, a module to augment our Spherical Assistant for Stereotaxic Surgery (SASSU), a microrobot for small animal surgeries by monitoring the applied force of an electric drill, was designed. The exchangeable module consists of either a force or a sound measurement system, controlling a high speed microdrill.","1948-3554","978-1-4244-4140-2","10.1109/NER.2011.5910547","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5910547","","Bones;Force;Animals;Feeds;Cranium;Materials;Force measurement","biomedical measurement;biomedical ultrasonics;medical robotics;microrobots;surgery","minimal invasive craniotomy;precision craniotomy;small animals;surgical interventions;brain tissue;skull bone;stereotaxic surgery;microrobot;small animal surgery;patient monitoring;sound measurement system;high speed microdrill","","10","2","10","IEEE","23 Jun 2011","","","IEEE","IEEE Conferences"
"Detection of abnormal cerebral structure in vivo using optical coherence tomography","S. N. Roper; G. V. Guelikonov; F. I. Fel'dchtein; V. M. Guelikonov; N. M. Beach; M. D. Moores","Department of Neurosurgery and Brain Institute, College of Medicine, J. H. Miller Health Sciences Center, University of Florida; NA; NA; NA; NA; NA","CLEO '97., Summaries of Papers Presented at the Conference on Lasers and Electro-Optics","6 Aug 2002","1997","11","","209","210","","","0-7803-4125-2","10.1109/CLEO.1997.603024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=603024","","In vivo;Tomography;Surgery;Arteries;Optical interferometry;Optical scattering;Biomedical optical imaging;Acoustic beams;Backscatter;Optical imaging","","","","","","2","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Development of a spectrofluorometer with USB interface for in vivo measurements in surgical procedures","D. Fabila; J. de la Rosa; S. Stolik; E. Moreno; T. López; M. Álvarez; A. Arellano; G. de la Rosa; R. Mercado; J. Soto","SEPI-Electrónica ESIME-Z IPN, México, D.F., MEXICO; SEPI-Electrónica ESIME-Z IPN, México, D.F., MEXICO; SEPI-Electrónica ESIME-Z IPN, México, D.F., MEXICO; SEPI-Electrónica ESIME-Z IPN, México, D.F., MEXICO; Instituto Nacional de Neurologíay Neurocirugía, México, D.F., MEXICO; Instituto Nacional de Neurologíay Neurocirugía, México, D.F., MEXICO; Instituto Nacional de Neurologíay Neurocirugía, México, D.F., MEXICO; Instituto Nacional de Neurologíay Neurocirugía, México, D.F., MEXICO; Hospital Civil de Guadalajara, Jalisco, MEXICO; Hospital Civil de Guadalajara, Jalisco, MEXICO","2010 2nd Circuits and Systems for Medical and Environmental Applications Workshop (CASME)","10 Feb 2011","2010","","","1","4","In this paper we present the development of a portable spectrofluorometer with USB interface for in vivo measurements in biological tissue. The equipment consists of a mini-spectrometer HR4000CG-UV-NIR, with a working range from 200 to 1100 nm with a resolution of 0.5 nm FWHM. As the excitation source a light emitting diode at 365 nm, with maximum radiant power of 200 mW was used. A bifurcated fiber optic (R200-UV/VIS) with six 200 μm diameter irradiation fibers and one 200 μm collection fiber is used. The system is powered and controlled with a laptop, avoiding the use of an external power supply. A program to select the light source, to process and measure spectra in real time was developed using the graphic language G of LabVIEW 8.2. Also, in this issue are presented in vivo measurements of diffuse reflection and fluorescence of non-neoplastic and neoplastic cerebral tissue of patients affected with glioblastoma multiform tumors (GBM).","","978-1-4244-9995-3","10.1109/CASME.2010.5706669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5706669","","Tumors;Fluorescence;Reflection;Spectroscopy;In vivo;Optical fiber amplifiers","biomedical equipment;biomedical measurement;biomedical optical imaging;brain;fluorescence;infrared spectra;light emitting diodes;neurophysiology;optical fibres;surgery;tumours;ultraviolet spectra","USB interface;in vivo measurements;surgical procedure;portable spectrofluorometry;biological tissue;mini-spectrometer HR4000CG-UV-NIR;excitation source;light emitting diode;radiant power;bifurcated fiber optic;irradiation fibers;light source;LabVIEW;diffuse reflection;fluorescence;neoplastic cerebral tissue;glioblastoma multiform tumors;size 200 mum;power 200 mW","","","","18","IEEE","10 Feb 2011","","","IEEE","IEEE Conferences"
"Monitoring the Depth of Anesthesia Through the Use of Cerebral Hemodynamic Measurements Based on Sample Entropy Algorithm","G. Wang; Z. Liu; Y. Feng; J. Li; H. Dong; D. Wang; J. Li; N. Yan; T. Liu; X. Yan","National Engineering Research Center for Healthcare Devices, Guangzhou, China; National Engineering Research Center for Healthcare Devices; National Engineering Research Center for Healthcare Devices; National Engineering Research Center for Healthcare Devices; Department of Anesthesiology and Perioperative Medicine, Xijing Hospital, Fourth Military Medical University; National Engineering Research Center for Healthcare Devices; Department of Anesthesiology, Honghui Hospital, Xi'an Jiaotong University; National Engineering Research Center for Healthcare Devices, Guangzhou, China; Department of Anesthesiology, Honghui Hospital, Xi'an Jiaotong University; National Engineering Research Center for Healthcare Devices, Guangzhou, China","IEEE Transactions on Biomedical Engineering","19 Feb 2020","2020","67","3","807","816","Objective: The aim of this study is to explore the relationship between the depth of anesthesia and the cerebral hemodynamic variables during the complete anesthesia process. Methods: In this study, near-infrared spectroscopy signals were used to record eight kinds of cerebral hemodynamic variables, including left, right, proximal, distal deoxygenated (Hb) and oxygenated (HbO2) hemoglobin concentration changes. Then, by measuring the complexity information of cerebral hemodynamic variables, the sample entropy was calculated as a new index of monitoring the depth of anesthesia. Results: By means of receiver operating characteristic curve analysis, the sample entropy approach was proved to effectively discriminate anesthesia maintenance and waking phases. The discriminatory ability of HbO2 signals was stronger than that of Hb signals and the distal signals had weaker discrimination capability when compared with the proximal signals. In addition, there was statistical consistency between the bispectral index and sample entropy of cerebral hemodynamic variables during the complete anesthesia process. Moreover, the cerebral hemodynamic signals could not be interfered by clinical electrical devices. Conclusion: The sample entropy of cerebral hemodynamic variables could be suitable as a new index for monitoring the depth of anesthesia. Significance: This study is very meaningful for developing new modality and decoding methods in perspective of anesthesia surveillance and may result in the anesthesia monitoring system with high performance.","1558-2531","","10.1109/TBME.2019.2921362","National Natural Science Foundation of China(grant numbers:31571000,81201162,61471291); Fundamental Research Funds for the Central Universities(grant numbers:xjj2017122); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8732458","Depth of anesthesia;oxygenated hemoglobin;deoxygenated hemoglobin;near infrared spectroscopy;sample entropy","Anesthesia;Hemodynamics;Monitoring;Indexes;Surgery;Entropy;Maintenance engineering","brain;drugs;entropy;haemodynamics;infrared spectroscopy;medical signal processing;neurophysiology;patient monitoring;proteins","anesthesia maintenance;waking phases;cerebral hemodynamic signals;anesthesia monitoring system;sample entropy algorithm;distal deoxygenated hemoglobin concentration changes;oxygenated hemoglobin concentration changes;discrimination capability;clinical electrical devices;near-infrared spectroscopy signals","Adolescent;Adult;Algorithms;Anesthesia;Cerebrovascular Circulation;Consciousness;Entropy;Female;Hemoglobins;Humans;Male;Middle Aged;Monitoring, Intraoperative;Oxyhemoglobins;Signal Processing, Computer-Assisted;Spectroscopy, Near-Infrared;Young Adult","16","","42","IEEE","6 Jun 2019","","","IEEE","IEEE Journals"
"Evaluation of Pseudorandom Sonications for Reducing Cavitation With a Clinical Neurosurgery HIFU Device","C. Lafon; D. Moore; M. D. C. Eames; J. Snell; R. A. Drainville; F. Padilla","LabTAU, INSERM, Centre Léon Bérard, Université Lyon 1, Univ Lyon, Lyon, France; Department of Radiation Oncology, University of Virginia, Charlottesville, VA, USA; Department of Radiation Oncology, University of Virginia, Charlottesville, VA, USA; Department of Neurosurgery, University of Virginia, Charlottesville, VA, USA; LabTAU, INSERM, Centre Léon Bérard, Université Lyon 1, Univ Lyon, Lyon, France; Department of Radiology, University of Virginia, Charlottesville, VA, USA","IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","26 Mar 2021","2021","68","4","1224","1233","Transcranial high-intensity focused ultrasound is used in clinics for treating essential tremor (ET) and proposed for many other brain disorders. This promising treatment modality requires high energy resulting eventually in undesired cavitation and potential side effects. The goals of the present work were: 1) to evaluate the potential increase of the cavitation threshold using pseudorandom gated sonications and 2) to assess the heating capabilities with such sonications. The experiments were performed with the transcranial magnetic resonance (MR)-compatible ExAblate Neuro system (InSightec, Haifa, Israel) operating at a frequency of 670 kHz, either in continuous wave (CW) or with pseudorandom gated sonications of 50% duty cycle. Cavitation activity with the two types of sonications was compared using chemical dosimetry of hydroxyl radical production at the focus of the transducer, after propagation in water or through a human skull. Heating trials were performed in a hydrogel tissue-mimicking material embedded in a human skull to mimic a clinical situation. The temperature was measured by MR-thermometry when focusing at the geometrical focus and steering off focus up to 15 mm. Compared with CW sonications, the use of gated sonication did not affect the efficiency (60%) nor the steering abilities of the transducer. After propagation through a human skull, gated sonication required a higher pressure level (10 MPa) to initiate cavitation as compared with CW (5.8 MPa). Moreover, at equivalent acoustic power above the cavitation threshold, the level of cavitation activity initiated with gated sonications was much lower with gated sonication than with continuous sonications, almost half after propagation through water and one-third after propagation through a skull. This lowered cavitation activity may be attributed to a breaking of the dynamic of the bubbles moving from monochromatic to more broadband sonications and to the removal of residual cavitation nuclei between pulses with gated sonications. The heating capability was not affected by the gated sonications, and similar temperature increases were reached at focus with both types of sonications when sonicating at equivalent acoustic power, both in water or after propagation through a human skull (+15 °C at 325 W for 10 s). These data, acquired with a clinical system, suggest that gated sonication could be an alternative to continuous sonications when cavitation onset is an issue.","1525-8955","","10.1109/TUFFC.2020.3036774","FUS Foundation through the Robert Merkin Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9252112","Biomedical acoustics;biomedical transducers;cavitation;focused ultrasound surgery","Acoustics;Transducers;Ultrasonic imaging;Skull;Heating systems;Logic gates;Fluorescence","biological tissues;biomedical MRI;biomedical transducers;biomedical ultrasonics;biothermics;brain;bubbles;cavitation;dosimetry;temperature measurement;ultrasonic therapy;ultrasonic transducers","pseudorandom sonications;transcranial high-intensity focused ultrasound;cavitation threshold;pseudorandom gated sonications;cavitation activity;human skull;CW sonications;gated sonication;continuous sonications","High-Intensity Focused Ultrasound Ablation;Humans;Magnetic Resonance Imaging;Neurosurgery;Neurosurgical Procedures;Skull;Sonication","1","","46","IEEE","9 Nov 2020","","","IEEE","IEEE Journals"
"Decomposition of Magnetoencephalographic Data Into Components Corresponding to Deep and Superficial Sources","T. E. Özkurt; M. Sun; R. J. Sclabassi","Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Departments of Neurological Surgery and Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Departments of Neurological Surgery and Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA","IEEE Transactions on Biomedical Engineering","16 May 2008","2008","55","6","1716","1727"," We extend the signal space separation (SSS) method to decompose multichannel magnetoencephalographic (MEG) data into regions of interest inside the head. It has been shown that the SSS method can transform MEG data into a signal component generated by neurobiological sources and a noise component generated by external sources outside the head. In this paper, we show that the signal component obtained by the SSS method can be further decomposed by a simple operation into signals originating from deep and superficial sources within the brain. This is achieved by using a scheme that exploits the beamspace methodology that relies on a linear transformation that maximizes the power of the source space of interest. The efficiency and accuracy of the algorithm are demonstrated by experiments utilizing both simulated and real MEG data. ","1558-2531","","10.1109/TBME.2008.919120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4457873","Beamspace;biomagnetism;inverse problem;magnetoencephalography (MEG);signal space separation (SSS);source localization;spatial filtering;spherical harmonics;Biomagnetism;beamspace;inverse problem;magnetoencephalography;signal space separation;source localization;spherical harmonics;spatial filtering","Sensor arrays;Magnetic separation;Inverse problems;Sun;Magnetic heads;Signal generators;Power harmonic filters;Biosensors;Magnetic sensors;Space power stations","biological techniques;biology computing;decomposition;magnetoencephalography;medical signal processing;neurophysiology;source separation","decomposition;magnetoencephalographic data;superficial sources;signal space separation;neurobiological sources;noise component;brain;beamspace methodology;linear transformation","Algorithms;Auditory Cortex;Brain Mapping;Computer Simulation;Diagnosis, Computer-Assisted;Evoked Potentials, Auditory;Humans;Magnetoencephalography;Models, Neurological","7","4","21","IEEE","16 May 2008","","","IEEE","IEEE Journals"
